FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,KEGG,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
788,cellular targeting,biological_process,,Unknown,C0599894,biological_process,Unknown,,,,,,,,,,,,,,,,,,
789,cellular toxicity,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
790,cellularization,biological_process,GO:0007349,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
791,cellulase activity,molecular_function,GO:0008810,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
792,cellulose synthase (udp-forming) activity,molecular_function,GO:0016760,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
793,cemento-osseous dysplasia,biological_process,,Unknown,C0457523,biological_process,Unknown,,,,,,,,,,,,,,,,,,
794,central nervous system depression [pe],biological_process,,Unknown,C2917137,biological_process,Unknown,,,,,,,,,,,,,,,,,,
795,central nervous system effects,biological_process,,Unknown,C0683212,biological_process,Unknown,,,,,,,,,,,,,,,,,,
796,centriole assembly,biological_process,GO:0098534,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
797,ceramidase activity,molecular_function,GO:0102121,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
798,ceramide binding,molecular_function,GO:0097001,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
799,ceramide biosynthetic process,biological_process,GO:0046513,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
800,ceramide transport,biological_process,GO:0035627,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
801,cerebral edema,biological_process,,Unknown,C0006114,biological_process,Unknown,,,,,,,,,,,,,,,,,,
802,cerebral ischemia,biological_process,,Unknown,C0917798,biological_process,Unknown,,,,,,,,,,,,,,,,,,
803,cerebrospinal fluid secretion,biological_process,GO:0033326,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
804,cerebrovascular circulation,biological_process,,Unknown,C0007818,biological_process,Unknown,,,,,,,,,,,,,,,,,,
805,cessation of life,biological_process,,Unknown,C0011065,biological_process,Unknown,,,,,,,,,,,,,,,,,,
806,cgmp biosynthetic process,biological_process,GO:0006182,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
807,cgmp-dependent protein kinase activity,molecular_function,GO:0004692,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
808,chagas disease,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181525,,,,
809,channel activity,molecular_function,GO:0015267,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
810,chaperone ,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
811,chaperone activity,biological_process|molecular_function,GO:0051131| GO:0044183| GO:0051082| GO:0006457| GO:0065003,biological_process|molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
812,chaperone-mediated autophagy,biological_process,GO:0061684,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
813,chelating activity,molecular_function,,Unknown,C3537131,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
814,chelating activity [moa],molecular_function,,Unknown,C1527256,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
815,chelating agent,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
816,chelation,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181317,,,,
817,chelator,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
818,chemical carcinogenesis,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05204,,,,,,,,,
819,chemical neurotransmission,biological_process,,Unknown,C0678905,biological_process,Unknown,,,,,,,,,,,,,,,,,,
820,chemically induced,biological_process,,Unknown,C0007994,biological_process,Unknown,,,,,,,,,,,,,,,,,,
821,chemoattractant activity,molecular_function,GO:0042056,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
822,chemokine (c-c motif) ligand 11 production,biological_process,GO:0071954,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
823,chemokine (c-c motif) ligand 2 binding,molecular_function,GO:0035715,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
824,chemokine (c-c motif) ligand 4 production,biological_process,GO:0071606,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
825,chemokine (c-c motif) ligand 5 binding,molecular_function,GO:0071791,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
826,chemokine (c-c motif) ligand 5 production,biological_process,GO:0071609,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
827,chemokine (c-x-c motif) ligand 1 production,biological_process,GO:0072566,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
828,chemokine (c-x-c motif) ligand 2 production,biological_process,GO:0072567,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
829,chemokine (c-x-c motif) ligand 9 production,biological_process,GO:0035393,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
830,chemokine binding,molecular_function,GO:0019956,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
831,chemokine production,biological_process,GO:0032602,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
832,chemokine receptor activity,molecular_function,GO:0004950,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
833,chemosensitization,molecular_function,,Unknown,C0279023,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
834,chemosis,biological_process,,Unknown,C0271298,biological_process,Unknown,,,,,,,,,,,,,,,,,,
835,chemotaxis,biological_process,GO:0006935| GO:0043577,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
836,chemotaxis induction,biological_process,,Unknown,C1516466,biological_process,Unknown,,,,,,,,,,,,,,,,,,
837,childbirth,biological_process,,Unknown,C1148523,biological_process,Unknown,,,,,,,,,,,,,,,,,,
838,chitin binding,molecular_function,GO:0008061,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
839,chitin biosynthetic process,biological_process,GO:0006031,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
840,chitin synthase activity,molecular_function,GO:0004100,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
841,chitinase activity,molecular_function,GO:0004568,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
842,chloramphenicol o-acetyltransferase activity,molecular_function,GO:0008811,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
843,chloride channel activators [moa],molecular_function,,Unknown,C2266942,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
844,chloride channel activity,molecular_function,GO:0005254,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
845,chloride transport,biological_process,GO:0006821,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
846,chlorophyll biosynthetic process,biological_process,GO:0015995,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
847,chlorophyll fluorescence,biological_process,GO:0090546,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
848,chloroplast electron transport chain,biological_process,,Unknown,,Unknown,biological_process,,38881,,,,WP2861,,,,,,,,,,,,
849,cholestanetriol 26-monooxygenase activity,molecular_function,GO:0047749,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
850,cholestasis,biological_process,,Unknown,,Unknown,biological_process,,1362404,,,,WP5238,,,,,,,,,,,,
851,cholesterol 24-hydroxylase activity,molecular_function,GO:0033781,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
852,cholesterol 7-alpha-monooxygenase activity,molecular_function,GO:0008123,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
853,cholesterol absorption,biological_process,,Unknown,C2945742,biological_process,Unknown,,,,,,,,,,,,,,,,,,
854,cholesterol binding,molecular_function,GO:0015485,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
855,cholesterol biosynthesis pathway,biological_process,,Unknown,,Unknown,biological_process,,39664,,,,WP197,,,,,,,,,,,,
856,cholesterol biosynthetic process,biological_process,GO:0006695,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
857,cholesterol catabolic process,biological_process,GO:0006707,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
858,cholesterol efflux,biological_process,GO:0033344,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
859,cholesterol esterification,biological_process,GO:0034435,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
860,cholesterol homeostasis,biological_process,GO:0042632,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
861,cholesterol import,biological_process,GO:0070508,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
862,cholesterol metabolic process,biological_process,GO:0008203,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
863,cholesterol monooxygenase (side-chain-cleaving) activity,molecular_function,GO:0008386,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
864,cholesterol o-acyltransferase activity,molecular_function,GO:0034736,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
865,cholesterol storage,biological_process,GO:0010878,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
866,cholesterol synthesis inhibition,biological_process,,Unknown,C1516491,biological_process,Unknown,,,,,,,,,,,,,,,,,,
867,cholesterol transport,biological_process,GO:0030301,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
868,choline biosynthetic process,biological_process,GO:0042425,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
869,choline metabolic process,biological_process,GO:0019695,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
870,choline o-acetyltransferase activity,molecular_function,GO:0004102,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
871,choline transport,biological_process,GO:0015871,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
872,cholinergic effect,biological_process,,Unknown,C3179175,biological_process,Unknown,,,,,,,,,,,,,,,,,,
873,cholinergic muscarinic agonists [moa],molecular_function,,Unknown,C2757026,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
874,cholinesterase activity,molecular_function,GO:0004104,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
875,cholinesterase inhibitors [moa],molecular_function,,Unknown,C2757012,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
876,chorismate biosynthetic process,biological_process,GO:0009423,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
877,choroidal neovascularization,biological_process,,Unknown,C0600518,biological_process,Unknown,,,,,,,,,,,,,,,,,,
878,chromatin binding,molecular_function,GO:0003682,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
879,chromatin remodeling,biological_process,GO:0006338,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
880,chromatin-protein adaptor activity,molecular_function,GO:0140463,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
881,chromosomal duplication,biological_process,,Unknown,C1516516,biological_process,Unknown,,,,,,,,,,,,,,,,,,
882,chromosomal insertion,molecular_function,,Unknown,C1512796| C1516518,Unknown,Unknown,,,,,,,,,,,,,,,,,,
883,chromosomal instability,biological_process,,Unknown,C1257806,biological_process,Unknown,,,,,,,,,,,,,,,,,,
884,chromosomal mutation,biological_process,,Unknown,C0948447,biological_process,Unknown,,,,,,,,,,,,,,,,,,
885,chromosomal structural abnormalities,biological_process,,Unknown,C1515001,biological_process,Unknown,,,,,,,,,,,,,,,,,,
886,chromosome 12 ring,biological_process,,Unknown,C0795843,biological_process,Unknown,,,,,,,,,,,,,,,,,,
887,chromosome aberrations,biological_process,,Unknown,C0008625,biological_process,Unknown,,,,,,,,,,,,,,,,,,
888,chromosome breaks,biological_process,,Unknown,C0333704,biological_process,Unknown,,,,,,,,,,,,,,,,,,
889,chromosome condensation,biological_process,GO:0030261,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
890,chromosome inversion,biological_process,,Unknown,C0021943,biological_process,Unknown,,,,,,,,,,,,,,,,,,
891,chromosome segregation,biological_process,GO:0007059,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
892,chromosome stability,molecular_function,,Unknown,C1257826,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
893,chronaxy,biological_process,,Unknown,C0008673,biological_process,Unknown,,,,,,,,,,,,,,,,,,
894,chronic inflammation,biological_process,,Unknown,C0021376,biological_process,Unknown,,,,,,,,,,,,,,,,,,
895,chronic inflammatory response,biological_process,GO:0002544,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
896,chronic myeloid leukemia,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05220,,,,,,,,,
897,chymase activity,molecular_function,GO:0030271,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
898,chymosin activity,molecular_function,GO:0030602,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
899,chymotrypsin activity,molecular_function,GO:0004263,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
900,chymotrypsin inhibitor activity,molecular_function,,Unknown,C1152591,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
901,cicatrix,biological_process,,Unknown,C2004491,biological_process,Unknown,,,,,,,,,,,,,,,,,,
902,cicatrization,biological_process,,Unknown,C0008767,biological_process,Unknown,,,,,,,,,,,,,,,,,,
903,cilium movement,biological_process,GO:0003341,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
904,circadian behavior,biological_process,GO:0048512,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
905,circadian clock,biological_process,,Unknown,,Unknown,biological_process,R-HSA-400253,11978,,,,,,,,,,,,,,,,
906,circadian rhythm,biological_process,GO:0007623,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
907,cis-regulatory region sequence-specific dna binding,molecular_function,GO:0000987,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
908,cis-stilbene-oxide hydrolase activity,molecular_function,GO:0033961,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
909,cis-trans isomerase activity,molecular_function,GO:0016859,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
910,citrate (pro-3s)-lyase activity,molecular_function,GO:0008815,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
911,citrate synthase activity,molecular_function,GO:0036440| GO:0004108,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
912,citrate transport,biological_process,GO:0015746,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
913,citrullination,molecular_function,,Unknown,C4505351,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
914,citrulline biosynthetic process,biological_process,GO:0019240,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
915,clastogenesis,biological_process,,Unknown,C0598308,biological_process,Unknown,,,,,,,,,,,,,,,,,,
916,clathrin-dependent endocytosis,biological_process,GO:0072583,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
917,cleavage,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
918,cleavage of lamin involved in execution phase of apoptosis,biological_process,GO:0006922,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
919,clonal expansion,biological_process,,Unknown,C1516670,biological_process,Unknown,,,,,,,,,,,,,,,,,,
920,clot retraction,biological_process,,Unknown,C0368983,biological_process,Unknown,,,,,,,,,,,,,,,,,,
921,cmp biosynthetic process,biological_process,GO:0009224,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
922,co-agonist,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
923,co-methylating acetyl-coa synthase activity,molecular_function,GO:0043884| GO:0003987,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
924,coa carboxylase activity,molecular_function,GO:0016421,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
925,coagulation,biological_process,GO:0050817,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
926,cocaine binding,molecular_function,GO:0019811,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
927,coenzyme a binding,molecular_function,GO:0120225,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
928,coenzyme a biosynthetic process,biological_process,GO:0015937,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
929,cofactor,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
930,cold acclimation,biological_process,GO:0009631,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
931,cold shock stress,biological_process,,Unknown,C4704948,biological_process,Unknown,,,,,,,,,,,,,,,,,,
932,cold-induced thermogenesis,biological_process,GO:0106106,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
933,collagen binding,molecular_function,GO:0005518,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
934,collagen biosynthetic process,biological_process,GO:0032964,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
935,collagen catabolic process,biological_process,GO:0030574,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
936,collagen-activated tyrosine kinase receptor signaling pathway,biological_process,GO:0038063,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
937,collagenase activity,molecular_function,,Unknown,C1150174,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
938,colon smooth muscle contraction,biological_process,GO:1990765,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
939,colorectal cancer,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05210,,,,,,,,,
940,combustion,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181199,,,,
941,compensation as a general biological function,biological_process,,Unknown,C0152058,biological_process,Unknown,,,,,,,,,,,,,,,,,,
942,competitive binding,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
943,complement activation,biological_process,GO:0006956,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
944,"complement activation, alternative pathway",biological_process,GO:0006957,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
945,complement inhibitors [moa],molecular_function,,Unknown,C2917210,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
946,complement pathway,biological_process|molecular_function,,Unknown,C1305430,molecular_function,biological_process,,1245869| 1339038| 1339062| 1339086,SMP0120951,,,,SMP0063814,,,,,,,,,,,
947,"complement pathway, classical",molecular_function,,Unknown,C0009547,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
948,complement system,biological_process,,Unknown,,Unknown,biological_process,,39762,,,,WP2806,,,,,,,,,,,,
949,complement-dependent cytotoxicity,biological_process,GO:0097278,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
950,complete hematologic response,biological_process,,Unknown,C4050175,biological_process,Unknown,,,,,,,,,,,,,,,,,,
