GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
5631,T-cell protein tyrosine phosphatase| PTPN2 wt Allele| PTPN2 gene,C0252270,T-cell protein tyrosine phosphatase| PTPN2 wt Allele| PTPN2 gene,,
5632,mim1,,,mim1,
5633,lcn12,,,lcn12,
5634,nags,,,nags,
5635,lmo1456,,,lmo1456,
5636,rpe_4577,,,rpe_4577,
5637,dync2i2,,,dync2i2,
5638,napb,,,napb,
5639,b3gat2,,,b3gat2,
5640,vng_1031c,,,vng_1031c,
5641,macf,,,macf,
5642,huwe1,,,huwe1,
5643,ras,,,ras,
5644,rptor,,,rptor,
5645,metm,,,metm,
5646,eras,,,eras,
5647,cdk-1,,,cdk-1,
5648,hgd,,,hgd,
5649,zgc:65873,,,zgc:65873,
5650,emc3,,,emc3,
5651,gngt2,,,gngt2,
5652,ctvc,,,ctvc,
5653,dnase1,,,dnase1,
5654,ntsr2,,,ntsr2,
5655,galns,,,galns,
5656,gtf2h4,,,gtf2h4,
5657,opma,,,opma,
5658,shox2,,,shox2,
5659,perp,,,perp,
5660,rpl36a,,,rpl36a,
5661,"RPS6KA3 gene| ribosomal protein S6 kinase 2| RPS6KA3 protein, human",C0140968,"RPS6KA3 gene| ribosomal protein S6 kinase 2| RPS6KA3 protein, human",,
5662,rl4526,,,rl4526,
5663,spbc16h5.14c,,,spbc16h5.14c,
5664,zswim2,,,zswim2,
5665,gys1,,,gys1,
5666,map_2558,,,map_2558,
5667,ccar1,,,ccar1,
5668,cnga1,,,cnga1,
5669,cep76,,,cep76,
5670,ybr056w,,,ybr056w,
5671,tfap4,,,tfap4,
5672,tail sheath,,,tail sheath,
5673,at3g56080,,,at3g56080,
5674,b4gat1,,,b4gat1,
5675,snapc3,,,snapc3,
5676,chrnd,,,chrnd,
5677,cyp103,,,cyp103,
5678,acot1,,,acot1,
5679,crebrf,,,crebrf,
5680,emp3,,,emp3,
5681,rps8,,,rps8,
5682,galnt1,,,galnt1,
5683,natl1_16191,,,natl1_16191,
5684,wipf2,,,wipf2,
5685,"GPR15 wt Allele| GPR15 protein, human",C4553348,"GPR15 wt Allele| GPR15 protein, human",,
5686,phme,,,phme,
5687,znf321p,,,znf321p,
5688,lig3,,,lig3,
5689,hel-s-97n,,,hel-s-97n,
5690,edc3,,,edc3,
5691,pdk3,,,pdk3,
5692,blvrb,,,blvrb,
5693,edem1,,,edem1,
5694,trim66,,,trim66,
5695,Platelet-Derived Growth Factor,C0032200,Platelet-Derived Growth Factor,,
5696,his3:cg33848,,,his3:cg33848,
5697,kpk_3192,,,kpk_3192,
5698,wdr48,,,wdr48,
5699,pes1,,,pes1,
5700,nfe2l1,,,nfe2l1,
5701,terf1,,,terf1,
5702,rerg,,,rerg,
5703,fbl,,,fbl,
5704,smlt0482,,,smlt0482,
5705,arid4a,,,arid4a,
5706,ctnna2,,,ctnna2,
5707,nadk2,,,nadk2,
5708,gabra1,,,gabra1,
5709,rru_a3581,,,rru_a3581,
5710,hel-s-19,,,hel-s-19,
5711,rnase2,,,rnase2,
5712,vatd,,,vatd,
5713,pde12,,,pde12,
5714,Topoisomerase,C1336767,Topoisomerase,,
5715,hltf,,,hltf,
5716,tre1,,,tre1,
5717,ints11,,,ints11,
5718,rfng,,,rfng,
5719,card16,,,card16,
5720,bdp1,,,bdp1,
5721,erap1,,,erap1,
5722,gpr160,,,gpr160,
5723,gemin7,,,gemin7,
5724,pole,,,pole,
5725,"trypsin inhibitor, Zea mays",C0077421,"trypsin inhibitor, Zea mays",,
5726,Leukocidin,C0023503,Leukocidin,,
5727,pdgfra,,,pdgfra,
5728,if1aa1,,,if1aa1,
5729,aop3,,,aop3,
5730,beta-lactamase CTX-M-5,C0758470,beta-lactamase CTX-M-5,,
5731,nbeal1,,,nbeal1,
5732,rgs16,,,rgs16,
5733,Hemoglobin A| SCN2A wt Allele| KRT90P gene,C1825777,Hemoglobin A| SCN2A wt Allele| KRT90P gene,,
5734,ba_0620,,,ba_0620,
5735,oard1,,,oard1,
5736,inhbe,,,inhbe,
5737,fzd4,,,fzd4,
5738,acla_079530,,,acla_079530,
5739,eif2b3,,,eif2b3,
5740,ptrg_03373,,,ptrg_03373,
5741,pparg1d5,,,pparg1d5,
5742,rimklb,,,rimklb,
5743,prap1,,,prap1,
5744,itfg1,,,itfg1,
5745,N-carbobenzoxy-phenylalanyl-histidyl-leucine,C1312002,N-carbobenzoxy-phenylalanyl-histidyl-leucine,,
5746,h4dekl,,,h4dekl,
5747,cpeb4,,,cpeb4,
5748,atra,,,atra,
5749,ppha_0103,,,ppha_0103,
5750,jph1,,,jph1,
5751,Procollagen,C0033235,Procollagen,,
5752,slco1b3,,,slco1b3,
5753,gng2,,,gng2,
5754,orf4,,,orf4,
5755,notch4,,,notch4,
5756,derl2,,,derl2,
5757,sfn,,,sfn,
5758,hel-s-95,,,hel-s-95,
5759,yuxg,,,yuxg,
5760,atnc,,,atnc,
5761,"Mitogen-Activated Protein Kinase 12| MAPK12 protein, human| MAPK12 gene",C0388446,"Mitogen-Activated Protein Kinase 12| MAPK12 protein, human| MAPK12 gene",,
5762,plcb1,,,plcb1,
5763,greb1,,,greb1,
5764,ada,,,ada,
5765,"Vaccines, Attenuated",C0042211,"Vaccines, Attenuated",,
5766,adamts4,,,adamts4,
5767,nph1,,,nph1,
5768,or6c1,,,or6c1,
5769,pld4,,,pld4,
5770,st7,,,st7,
5771,tcn1,,,tcn1,
5772,sohlh2,,,sohlh2,
5773,frmd4b,,,frmd4b,
5774,tazhj,,,tazhj,
5775,gpr101,,,gpr101,
5776,map3k2,,,map3k2,
5777,hpca,,,hpca,
5778,zmym3,,,zmym3,
5779,cd81,,,cd81,
5780,mrca,,,mrca,
5781,guca2b,,,guca2b,
5782,sas0811,,,sas0811,
5783,nudt14,,,nudt14,
5784,ava_2511,,,ava_2511,
5785,an11g09760,,,an11g09760,
5786,notum,,,notum,
5787,tph2,,,tph2,
5788,antiporter,C0052088,antiporter,,
5789,siglec1,,,siglec1,
5790,nuo-10.5,,,nuo-10.5,
5791,hel-s-36,,,hel-s-36,
5792,MG 262,C0965516,MG 262,,
5793,mup42,,,mup42,
5794,rpl16a,,,rpl16a,
5795,dkfzp686l18142,,,dkfzp686l18142,
5796,rv1703c,,,rv1703c,
5797,rad52,,,rad52,
5798,slc25a4,,,slc25a4,
5799,axy4l,,,axy4l,
5800,spdye16,,,spdye16,
5801,cyp124,,,cyp124,
5802,trap1,,,trap1,
5803,ackr2,,,ackr2,
5804,ogg,,,ogg,
5805,spapb17e12.10c,,,spapb17e12.10c,
5806,cpf_0221,,,cpf_0221,
5807,spata17,,,spata17,
5808,fraau_1049,,,fraau_1049,
5809,BCRP1 gene| BANF1P1 gene| ABCG2 wt Allele,C1426809,BCRP1 gene| BANF1P1 gene| ABCG2 wt Allele,,
5810,aqp10,,,aqp10,
5811,rpsa,,,rpsa,
5812,apol2,,,apol2,
5813,ctsh,,,ctsh,
5814,krt17,,,krt17,
5815,mpd1,,,mpd1,
5816,parp3,,,parp3,
5817,scgb1c2,,,scgb1c2,
5818,dkfzp686j08252,,,dkfzp686j08252,
5819,dhrs2,,,dhrs2,
5820,"Aromatase| CYP19A1 gene| PARPBP gene| CYP19A1 protein, human",C0003805,"Aromatase| CYP19A1 gene| PARPBP gene| CYP19A1 protein, human",,
5821,anxa7,,,anxa7,
5822,adac,,,adac,
5823,itih3,,,itih3,
5824,znf653,,,znf653,
5825,phf8,,,phf8,
5826,rab27a,,,rab27a,
5827,ap4b1,,,ap4b1,
5828,mettl9,,,mettl9,
5829,spym50868,,,spym50868,
5830,prkcz,,,prkcz,
5831,terf2,,,terf2,
5832,vng_0683c,,,vng_0683c,
5833,fsl1,,,fsl1,
5834,ygjk,,,ygjk,
5835,cops7b,,,cops7b,
5836,il7,,,il7,
5837,hervk_113,,,hervk_113,
5838,kpol_1039p41,,,kpol_1039p41,
5839,rple,,,rple,
5840,ymr310c,,,ymr310c,
5841,atp1a1,,,atp1a1,
5842,sdg40,,,sdg40,
5843,m1425_0005,,,m1425_0005,
5844,Aminopyrine N-Demethylase,C0002587,Aminopyrine N-Demethylase,,
5845,mpn_351,,,mpn_351,
5846,cnc04750,,,cnc04750,
5847,str9,,,str9,
5848,pla2r1,,,pla2r1,
5849,prodh2,,,prodh2,
5850,coq8a,,,coq8a,
5851,"IL2RG protein, human",C1568975,"IL2RG protein, human",,
5852,his-60,,,his-60,
5853,cur09,,,cur09,
5854,slco1a2,,,slco1a2,
5855,arrb1,,,arrb1,
5856,ustc,,,ustc,
5857,malt1,,,malt1,
5858,tpsb2,,,tpsb2,
5859,PRKD3 gene| PRKD3 wt Allele| protein kinase C nu,C0767520,PRKD3 gene| PRKD3 wt Allele| protein kinase C nu,,
5860,cyp079,,,cyp079,
5861,prmt5,,,prmt5,
5862,prdm9,,,prdm9,
5863,arhgdib,,,arhgdib,
5864,tcr_0631,,,tcr_0631,
5865,ren,,,ren,
5866,tfb2m,,,tfb2m,
5867,src Oncogene,C3853557,src Oncogene,,
5868,sah1,,,sah1,
5869,slc-25a10,,,slc-25a10,
5870,prkg2,,,prkg2,
5871,"Adenosylhomocysteinase| AHCY gene| Adenosylhomocysteinase, human",C0050795,"Adenosylhomocysteinase| AHCY gene| Adenosylhomocysteinase, human",,
5872,pnlip,,,pnlip,
5873,ptprj,,,ptprj,
5874,pik3r5,,,pik3r5,
5875,serpinh1,,,serpinh1,
5876,slc16a10,,,slc16a10,
5877,tiv1,,,tiv1,
5878,TFF3 wt Allele| TFPI wt Allele| TFPI gene,C3538698,TFF3 wt Allele| TFPI wt Allele| TFPI gene,,
5879,h2ac1,,,h2ac1,
5880,krt4,,,krt4,
5881,alpha7 Nicotinic Acetylcholine Receptor,C0051334,alpha7 Nicotinic Acetylcholine Receptor,,
5882,yihi,,,yihi,
5883,scg3,,,scg3,
5884,pputw619_3780,,,pputw619_3780,
5885,rrp8,,,rrp8,
5886,trim38,,,trim38,
5887,chemokine receptor,C0524914,chemokine receptor,,
5888,areg,,,areg,
5889,sav2523,,,sav2523,
5890,cyp-1,,,cyp-1,
5891,denr,,,denr,
5892,mup09,,,mup09,
5893,cycd1-1,,,cycd1-1,
5894,ccl21,,,ccl21,
5895,pmai,,,pmai,
5896,bcorl1,,,bcorl1,
5897,tal1,,,tal1,
5898,poda,,,poda,
5899,zfyve1,,,zfyve1,
5900,slc25a12,,,slc25a12,
5901,ntnj,,,ntnj,
5902,wdr18,,,wdr18,
5903,bcah820_3936,,,bcah820_3936,
5904,Extracellular Protein,C1333498,Extracellular Protein,,
5905,loxa,,,loxa,
5906,reg3a,,,reg3a,
5907,alanyltyrosine,C0051084,alanyltyrosine,,
5908,kctd6,,,kctd6,
5909,rnase3,,,rnase3,
5910,l3,,,l3,
5911,panc2,,,panc2,
5912,NAV1.8 Voltage-Gated Sodium Channel,C3494341,NAV1.8 Voltage-Gated Sodium Channel,,
5913,"Receptor, Serotonin, 5-HT1D",C0530967,"Receptor, Serotonin, 5-HT1D",,
5914,ccna_00059,,,ccna_00059,
5915,stat5a,,,stat5a,
5916,bace2,,,bace2,
5917,ta1209,,,ta1209,
5918,mt-i,,,mt-i,
5919,Monoamine Oxidase B| MAOB gene| MAOB wt Allele,C0026456,Monoamine Oxidase B| MAOB gene| MAOB wt Allele,,
5920,cg1239,,,cg1239,
5921,srv2,,,srv2,
5922,TEV protease,C0389661,TEV protease,,
5923,wipi2,,,wipi2,
5924,rama,,,rama,
5925,M.SssI,C0216955,M.SssI,,
5926,trib2,,,trib2,
5927,r6,,,r6,
5928,ubl3,,,ubl3,
5929,aspa,,,aspa,
5930,il2,,,il2,
5931,nckap1,,,nckap1,
5932,prkg1,,,prkg1,
5933,dnajb6,,,dnajb6,
5934,"Recombinant Transforming Growth Factor-Beta 1| TGFB1 protein, human",C1515406,"Recombinant Transforming Growth Factor-Beta 1| TGFB1 protein, human",,
5935,bm1_23910,,,bm1_23910,
5936,rab5a,,,rab5a,
5937,an1598,,,an1598,
5938,mob1a,,,mob1a,
5939,pa1195,,,pa1195,
5940,npas4,,,npas4,
5941,nr4a2,,,nr4a2,
5942,Molecular Chaperones,C0243041,Molecular Chaperones,,
5943,nth1,,,nth1,
5944,hrg,,,hrg,
5945,coro1a,,,coro1a,
5946,eif4e1b,,,eif4e1b,
5947,"Vascular Endothelial Growth Factor Receptor| FLT1 protein, human| KDR gene",C0148199,"Vascular Endothelial Growth Factor Receptor| FLT1 protein, human| KDR gene",,
5948,diaph1,,,diaph1,
5949,myh3,,,myh3,
5950,fkbo,,,fkbo,
5951,TNF Receptor Family Gene,C1336652,TNF Receptor Family Gene,,
5952,ccr1,,,ccr1,
5953,sctr,,,sctr,
5954,ngr_a02610,,,ngr_a02610,
5955,pip5k1c,,,pip5k1c,
5956,segment-6,,,segment-6,
5957,cyp4z1,,,cyp4z1,
5958,ervfrd-1,,,ervfrd-1,
5959,eif1ay,,,eif1ay,
5960,at4g18030,,,at4g18030,
5961,ptai,,,ptai,
5962,casein hydrolysate,C0054845,casein hydrolysate,,
5963,Peptidyltransferase,C0030962,Peptidyltransferase,,
5964,at3g57050,,,at3g57050,
5965,afla_114810,,,afla_114810,
5966,rell1,,,rell1,
5967,mmp26,,,mmp26,
5968,mup41,,,mup41,
5969,his-50,,,his-50,
5970,ciao2a,,,ciao2a,
5971,mtna,,,mtna,
5972,ces4a,,,ces4a,
5973,gars1,,,gars1,
5974,exig_2346,,,exig_2346,
5975,tig,,,tig,
5976,magea1,,,magea1,
5977,enda,,,enda,
5978,znf799,,,znf799,
5979,cd300e,,,cd300e,
5980,ptrg_11154,,,ptrg_11154,
5981,mrps36,,,mrps36,
5982,frp,,,frp,
5983,ccnc,,,ccnc,
5984,ptgir,,,ptgir,
5985,NQO1 gene| NAD(P)H Dehydrogenase (Quinone),C0027280,NQO1 gene| NAD(P)H Dehydrogenase (Quinone),,
5986,npff,,,npff,
5987,tmem33,,,tmem33,
5988,vc_1585,,,vc_1585,
5989,trappc9,,,trappc9,
5990,dpp,,,dpp,
5991,cbx8,,,cbx8,
5992,dct,,,dct,
5993,yjr096w,,,yjr096w,
5994,pto0478,,,pto0478,
5995,ilv1,,,ilv1,
5996,Bacterial Proteins,C0004627,Bacterial Proteins,,
5997,birc2,,,birc2,
5998,hi_1678,,,hi_1678,
5999,marcksl1,,,marcksl1,
6000,rv3579c,,,rv3579c,
6001,pmfbp1,,,pmfbp1,
6002,his4:cg33893,,,his4:cg33893,
6003,acp6,,,acp6,
6004,acad10,,,acad10,
6005,glud1,,,glud1,
6006,np_1766a,,,np_1766a,
6007,SNORD31 gene,C1419505,SNORD31 gene,,
6008,tlr0942,,,tlr0942,
6009,CYCSP25 gene,C1539202,CYCSP25 gene,,
6010,ape_1547.1,,,ape_1547.1,
6011,fgf21,,,fgf21,
6012,cbp1,,,cbp1,
6013,ikbkb,,,ikbkb,
6014,col4a1,,,col4a1,
6015,psb30,,,psb30,
6016,Protein-Serine-Threonine Kinases| Serine/Threonine Protein Kinase Gene,C1335947,Protein-Serine-Threonine Kinases| Serine/Threonine Protein Kinase Gene,,
6017,cc_0532,,,cc_0532,
6018,tead1,,,tead1,
6019,mmar_0473,,,mmar_0473,
6020,ncu07318,,,ncu07318,
6021,ppzc,,,ppzc,
6022,tmod1,,,tmod1,
6023,his2b:cg33890,,,his2b:cg33890,
6024,rpl4301,,,rpl4301,
6025,aco,,,aco,
6026,"DNA, Catalytic",C0540193,"DNA, Catalytic",,
6027,rims2,,,rims2,
6028,gba1,,,gba1,
6029,2odd19,,,2odd19,
6030,glucan synthase,C0061364,glucan synthase,,
6031,sharpin,,,sharpin,
6032,boa8,,,boa8,
6033,"Receptors, Ionotropic Glutamate",C2936399,"Receptors, Ionotropic Glutamate",,
6034,baclofen,C0004609,baclofen,,
6035,hsd17b8,,,hsd17b8,
6036,acps,,,acps,
6037,prolyl-phenylalanyl-arginine-4-nitroanilide,C0072141,prolyl-phenylalanyl-arginine-4-nitroanilide,,
6038,prkaa2,,,prkaa2,
6039,cyt-b5,,,cyt-b5,
6040,dpfgk,,,dpfgk,
6041,hbn1,,,hbn1,
6042,nav2,,,nav2,
6043,drta,,,drta,
6044,os09g0277800,,,os09g0277800,
6045,dkfzp666f1010,,,dkfzp666f1010,
6046,ecu10_0920,,,ecu10_0920,
6047,Sandostatin LAR,C0723209,Sandostatin LAR,,
6048,aph1a,,,aph1a,
6049,adgrf5,,,adgrf5,
6050,ptprf,,,ptprf,
6051,tfa,,,tfa,
6052,nit-13,,,nit-13,
6053,pym1,,,pym1,
6054,kctd11,,,kctd11,
6055,Quisqualic Acid,C0080074,Quisqualic Acid,,
6056,fgf5c,,,fgf5c,
6057,rrg1,,,rrg1,
6058,kcnk3,,,kcnk3,
6059,Arachis hypogaea antigen,C1443116,Arachis hypogaea antigen,,
6060,aat1rgc,,,aat1rgc,
6061,pde8b,,,pde8b,
6062,adh1a,,,adh1a,
6063,rxrga,,,rxrga,
6064,swt1,,,swt1,
6065,srp54,,,srp54,
6066,kat6a,,,kat6a,
6067,lipoprotein cholesterol,C0065055,lipoprotein cholesterol,,
6068,vps34,,,vps34,
6069,terb,,,terb,
6070,aak1,,,aak1,
6071,penk-b,,,penk-b,
6072,krt36,,,krt36,
6073,his-28,,,his-28,
6074,blr3905,,,blr3905,
6075,ptca,,,ptca,
6076,znf841,,,znf841,
6077,adam28,,,adam28,
6078,gpsm2,,,gpsm2,
6079,unc5b,,,unc5b,
6080,COMETT gene,C5240570,COMETT gene,,
6081,gage8,,,gage8,
6082,Laxaphycin A,C1611988,Laxaphycin A,,
6083,telaprevir,C1876229,telaprevir,,
6084,acadl,,,acadl,
6085,sa85-1.1,,,sa85-1.1,
6086,egr1,,,egr1,
6087,pnkp,,,pnkp,
6088,flrt1,,,flrt1,
6089,ant-1,,,ant-1,
6090,"transforming growth factor beta 1| TGFB1 protein, human| TGFB1 gene",C1704256,"transforming growth factor beta 1| TGFB1 protein, human| TGFB1 gene",,
6091,cyp074,,,cyp074,
6092,polq,,,polq,
6093,zcyb,,,zcyb,
6094,mul_0450,,,mul_0450,
6095,enpp6,,,enpp6,
6096,mgf,,,mgf,
6097,fh,,,fh,
6098,nufip2,,,nufip2,
6099,rxyl_2043,,,rxyl_2043,
6100,at2g40280,,,at2g40280,
6101,"Calcium Channels, Q-Type",C0752274,"Calcium Channels, Q-Type",,
6102,zdhhc23,,,zdhhc23,
6103,jox2,,,jox2,
6104,jockey\pol,,,jockey\pol,
6105,scn2b,,,scn2b,
6106,mt3926,,,mt3926,
6107,Potassium Channel| KCNA3 gene,C0032824,Potassium Channel| KCNA3 gene,,
6108,sahh,,,sahh,
6109,gask1a,,,gask1a,
6110,,,,,692223
6111,bag6,,,bag6,
6112,cfap69,,,cfap69,
6113,fpgs,,,fpgs,
6114,timp4,,,timp4,
6115,gcs-1,,,gcs-1,
6116,mlnr,,,mlnr,
6117,ldh-1,,,ldh-1,
6118,Protac snake venom protein C activator,C2004558,Protac snake venom protein C activator,,
6119,sco0529,,,sco0529,
6120,tbp,,,tbp,
6121,mier2,,,mier2,
6122,ccm2,,,ccm2,
6123,aacuq,,,aacuq,
6124,arb_02921,,,arb_02921,
6125,itgam,,,itgam,
6126,,,,,110006328
6127,bat1,,,bat1,
6128,mapk8,,,mapk8,
6129,akr1a1,,,akr1a1,
6130,atna,,,atna,
6131,mtap,,,mtap,
6132,ebi_26854,,,ebi_26854,
6133,luxg,,,luxg,
6134,caur_1950,,,caur_1950,
6135,oprk1,,,oprk1,
6136,kdm2a,,,kdm2a,
6137,hel-s-76p,,,hel-s-76p,
6138,tdc,,,tdc,
6139,nsun4,,,nsun4,
6140,defb103a,,,defb103a,
6141,msmeg_5458,,,msmeg_5458,
6142,pms2,,,pms2,
6143,ty1b-nl1,,,ty1b-nl1,
6144,mica,,,mica,
6145,sult2a2,,,sult2a2,
6146,il17ra,,,il17ra,
6147,hk1,,,hk1,
6148,rab11fip2,,,rab11fip2,
6149,rtn4ip1,,,rtn4ip1,
6150,cort,,,cort,
6151,chaf1a,,,chaf1a,
6152,Strychnine-Sensitive Glycine Receptor,C5392200,Strychnine-Sensitive Glycine Receptor,,
6153,gan,,,gan,
6154,lm4b_00188,,,lm4b_00188,
6155,rpl8,,,rpl8,
6156,mul_4155,,,mul_4155,
6157,ggt5,,,ggt5,
6158,ednrb,,,ednrb,
6159,micu1,,,micu1,
6160,slc25a23,,,slc25a23,
6161,acss3,,,acss3,
6162,fra10ac1,,,fra10ac1,
6163,parp11,,,parp11,
6164,tsen2,,,tsen2,
6165,gm19694,,,gm19694,
6166,ct83,,,ct83,
6167,2odd21,,,2odd21,
6168,jpt2,,,jpt2,
6169,gsfk,,,gsfk,
6170,crh,,,crh,
6171,lonrf3,,,lonrf3,
6172,dkfzp686m216,,,dkfzp686m216,
6173,protein kinase D| PRKD1 gene,C0258823,protein kinase D| PRKD1 gene,,
6174,pik3r1,,,pik3r1,
6175,anaat,,,anaat,
6176,gm19704,,,gm19704,
6177,tuba2,,,tuba2,
6178,dclre1a,,,dclre1a,
6179,arl8b,,,arl8b,
6180,mgg_10503,,,mgg_10503,
6181,scp2d1,,,scp2d1,
6182,art5,,,art5,
6183,bh0687,,,bh0687,
6184,mnat1,,,mnat1,
6185,"Receptors, Corticotropin-Releasing Hormone",C0056373,"Receptors, Corticotropin-Releasing Hormone",,
6186,"PPAR delta| PPARD gene| Peroxisome Proliferator-Activated Receptor Delta, human",C0379275,"PPAR delta| PPARD gene| Peroxisome Proliferator-Activated Receptor Delta, human",,
6187,aflu,,,aflu,
6188,TAC1 wt Allele| TAC1 gene,C1705924,TAC1 wt Allele| TAC1 gene,,
6189,"Endothelin-1, human| EDN1 gene",C4316927,"Endothelin-1, human| EDN1 gene",,
6190,eif5a1,,,eif5a1,
6191,sirs,,,sirs,
6192,ablim1,,,ablim1,
6193,k,,,k,
6194,sdnd,,,sdnd,
6195,TAAR4P gene,C1539911,TAAR4P gene,,
6196,fade,,,fade,
6197,krt6a,,,krt6a,
6198,rpl2b,,,rpl2b,
6199,ervv-1,,,ervv-1,
6200,rcn2,,,rcn2,
6201,nath-10,,,nath-10,
6202,ncer_101209,,,ncer_101209,
6203,hprt,,,hprt,
6204,Neurohormones| tetrahydrodeoxycorticosterone,C0047053,Neurohormones| tetrahydrodeoxycorticosterone,,
6205,Binding Proteins,C0242210,Binding Proteins,,
6206,jmj16,,,jmj16,
6207,eif6,,,eif6,
6208,mcm4,,,mcm4,
6209,lonp1,,,lonp1,
6210,cenps,,,cenps,
6211,gtf3a,,,gtf3a,
6212,Histones,C0019652,Histones,,
6213,s1pr1,,,s1pr1,
6214,phno,,,phno,
6215,yoap,,,yoap,
6216,skap1,,,skap1,
6217,Glycine Transporter 1,C0285409,Glycine Transporter 1,,
6218,enpp4,,,enpp4,
6219,dusp23,,,dusp23,
6220,cyp045,,,cyp045,
6221,dtl,,,dtl,
6222,glr1,,,glr1,
6223,klf10,,,klf10,
6224,phma,,,phma,
6225,chga,,,chga,
6226,leucylarginine,C0211674,leucylarginine,,
6227,mmgc,,,mmgc,
6228,Aeromonas aminopeptidase,C1805463,Aeromonas aminopeptidase,,
6229,cdc6,,,cdc6,
6230,foxn1,,,foxn1,
6231,dpep1,,,dpep1,
6232,sa2342,,,sa2342,
6233,ppp1r1b,,,ppp1r1b,
6234,cpah,,,cpah,
6235,adora1,,,adora1,
6236,rsmg2,,,rsmg2,
6237,cyp253,,,cyp253,
6238,mab_4585c,,,mab_4585c,
6239,mettl3,,,mettl3,
6240,kdm3b,,,kdm3b,
6241,ce-ne1,,,ce-ne1,
6242,Glycopeptides,C0017953,Glycopeptides,,
6243,tif3d1,,,tif3d1,
6244,hsfx2,,,hsfx2,
6245,shc1,,,shc1,
6246,nmur1,,,nmur1,
6247,tropb,,,tropb,
6248,nr1h2,,,nr1h2,
6249,mrpl14,,,mrpl14,
6250,krt39,,,krt39,
6251,uchl5,,,uchl5,
6252,tmprss7,,,tmprss7,
6253,Nitroreductases,C0028195,Nitroreductases,,
6254,Androgen Binding Protein| CCHCR1 wt Allele| SHBG wt Allele,C0085805,Androgen Binding Protein| CCHCR1 wt Allele| SHBG wt Allele,,
6255,or5d18,,,or5d18,
6256,ret,,,ret,
6257,mfsd14a,,,mfsd14a,
6258,pcsk7,,,pcsk7,
6259,gm20007,,,gm20007,
6260,lbr,,,lbr,
6261,prdm6,,,prdm6,
6262,pitpna,,,pitpna,
6263,cg7200,,,cg7200,
6264,spink4,,,spink4,
6265,c53a5.17,,,c53a5.17,
6266,cyp51a,,,cyp51a,
6267,tlr3,,,tlr3,
6268,tfap2c,,,tfap2c,
6269,rc3h1,,,rc3h1,
6270,ssb-c31a,,,ssb-c31a,
6271,curs2,,,curs2,
6272,glycine transporter,C0061609,glycine transporter,,
6273,pou3f3,,,pou3f3,
6274,lpcat1,,,lpcat1,
6275,phmb,,,phmb,
6276,lyzc,,,lyzc,
6277,xyn1,,,xyn1,
6278,ust,,,ust,
6279,lnae,,,lnae,
6280,siglec6,,,siglec6,
6281,ankrd52,,,ankrd52,
6282,"Integrin Alpha-V, human",C4082291,"Integrin Alpha-V, human",,
6283,tsku,,,tsku,
6284,"Procaspase-3| CASP3 protein, human",C0758915,"Procaspase-3| CASP3 protein, human",,
6285,Oxidoreductase| HSD17B6 gene,C0030016,Oxidoreductase| HSD17B6 gene,,
6286,baat,,,baat,
6287,gpld1,,,gpld1,
6288,gg11014,,,gg11014,
6289,CCHCR1 wt Allele| SHBG wt Allele| Androgen Binding Protein,C3274833,CCHCR1 wt Allele| SHBG wt Allele| Androgen Binding Protein,,
6290,hsf1,,,hsf1,
6291,RM-5061,C5565815,RM-5061,,
6292,rps15,,,rps15,
6293,Caspase-1| CASP1 gene,C0534519,Caspase-1| CASP1 gene,,
6294,arid5a,,,arid5a,
6295,ceacam5,,,ceacam5,
6296,sag0413,,,sag0413,
6297,appl1,,,appl1,
6298,a4galt,,,a4galt,
6299,psmb7,,,psmb7,
6300,foxp3,,,foxp3,
6301,ces8,,,ces8,
6302,erg-6,,,erg-6,
6303,ssp0379,,,ssp0379,
6304,nppc,,,nppc,
6305,hspbp1,,,hspbp1,
6306,nav1,,,nav1,
6307,has1,,,has1,
6308,ndufb4,,,ndufb4,
6309,herv-k104,,,herv-k104,
6310,dnmt3b,,,dnmt3b,
6311,ge14476,,,ge14476,
6312,smcy,,,smcy,
6313,dacb1,,,dacb1,
6314,"Receptor, Muscarinic M5",C0391470,"Receptor, Muscarinic M5",,
6315,pax4,,,pax4,
6316,syap1,,,syap1,
6317,ashr3,,,ashr3,
6318,pbr,,,pbr,
6319,taw22,,,taw22,
6320,lilra4,,,lilra4,
6321,pstk,,,pstk,
6322,pabg_02407,,,pabg_02407,
6323,padi2,,,padi2,
6324,defb121,,,defb121,
6325,ctgf,,,ctgf,
6326,sar0535,,,sar0535,
6327,polr1f,,,polr1f,
6328,drp2,,,drp2,
6329,got1,,,got1,
6330,tnlg1b,,,tnlg1b,
6331,schcodraft_64644,,,schcodraft_64644,
6332,tfec,,,tfec,
6333,yme1l1,,,yme1l1,
6334,a4gnt,,,a4gnt,
6335,nmral1,,,nmral1,
6336,mt-nd3,,,mt-nd3,
6337,oprl1,,,oprl1,
6338,apf6,,,apf6,
6339,Autophagy-Related Proteins,C4277731,Autophagy-Related Proteins,,
6340,lck,,,lck,
6341,metxa,,,metxa,
6342,cyb,,,cyb,
6343,mmar_1068,,,mmar_1068,
6344,enzyme structure,C0596527,enzyme structure,,
6345,scw4,,,scw4,
